이름,위치,선거구,회,몇번,gender,정당,나이,job,당시여당평가,당선,득표율,학력,과,경력,인지,지역구분
서복현,부산,사상구,5,3,남,con,38,,47.25,True,-1.0777391167832266,,행정,False,0.2252695079462557,1
윤숙희,부산,사상구,5,3,여,con,51,,47.25,False,-1.396083671140392,,행정,False,,1
손봉상,부산,사상구,5,2,남,rev,44,,47.25,False,-0.8958271743799241,,,False,1.7363279095723332e-05,1
박용덕,부산,사상구,5,3,남,rem,51,,47.25,False,-2.1985975651285807,,,False,0.0029080665944651776,1
김병준,부산,사상구,5,3,남,rem,49,,47.25,False,-1.8762222771040975,,,False,0.5107933762848802,1
김판중,부산,,5,3,남,con,52,,,True,-1.1210576517474786,,경제,False,3.976524911715234e-05,1
정상석,부산,사상구,5,3,남,con,48,,47.25,,-1.6918437840834066,,,False,0.0002665447307572328,1
장인수,부산,사상구,5,2,남,rev,50,,47.25,False,-0.9815202249457547,,행정,False,0.007966137562158138,1
강미애,부산,사상구,5,3,여,rev,44,,47.25,False,-1.910567620299684,,,True,0.002708699324488047,1
권병규,부산,사상구,5,3,남,rem,54,,47.25,False,-2.0209861754956697,,,False,1.1036677442719245e-05,1
이상관,부산,사상구,5,3,남,rem,,,47.25,False,-2.7884192915624784,,,False,0.0007889734741016143,1
설동길,대구,중구,5,3,남,con,59,,47.25,True,,,,False,4.260279674462128e-07,1
박용승,대구,중구,5,3,남,con,47,,47.25,False,,,,True,2.522326806759607e-05,1
이상근,,중구,5,3,남,con,,,47.25,False,,,,False,0.006178456470916573,1
이훈,대구,중구,5,2,남,rev,67,정당인,47.25,False,,,,True,0.15496864218181802,1
김정은,대구,중구,5,3,여,rem,47,,47.25,False,,,,False,0.7955201408090398,1
이승규,대구,중구,5,3,남,rem,54,,47.25,False,,,,False,0.0040202388797360615,1
임인환,대구,중구,5,3,남,,53,,47.25,False,,,행정,False,0.00016217109150774102,1
이창용,대구,중구,5,3,남,con,46,정당인,47.25,True,-0.8266909493455068,,경영,True,0.011957548160482629,1
오성윤,대구,중구,5,3,남,con,56,정당인,47.25,False,-1.888805700299968,,,True,0.0002726573376614494,1
황배곤,대구,,5,3,남,con,54,,47.25,False,-1.9459790266942152,,,True,1.0491298091240195e-07,1
김병욱,대구,중구,5,2,남,rev,58,,47.25,False,-1.79542041389699,,,False,0.025805613836253013,1
,대구,중구,5,3,남,rem,55,,47.25,False,-2.4517515964804604,,경영,True,0.0008929254136501185,1
오상석,대구,중구,5,3,남,rem,38,,47.25,False,,,,False,0.00019585160991871797,1
황의순,대구,동구,5,3,남,con,50,정당인,47.25,True,-1.3815523513050694,,,True,2.261370579408724e-05,1
장해종,대구,동구,5,3,남,con,58,,47.25,False,-1.8692287539594528,,,False,2.8491107510403265e-06,1
강신화,대구,동구,5,3,남,con,47,,47.25,False,-1.4265822324392181,,행정,False,0.00014098616093325862,1
도근환,대구,,5,3,남,rev,38,,47.25,False,-2.178779528370235,,행정,True,8.917535327070086e-05,1
장태근,대구,동구,5,3,남,rem,65,,47.25,False,-2.0695658935724337,,,True,7.0855809889659916e-06,1
전영권,대구,동구,5,3,남,rem,49,,47.25,False,-1.9536762195553907,,행정,False,8.100957782864303e-05,1
이상석,대구,동구,5,3,남,rem,55,,47.25,False,-2.118495550877022,,경영,False,0.0011052558791338118,1
박소영,대구,동구,5,3,여,con,46,,47.25,True,-0.8468914820080079,,,True,0.01979017659726036,1
신종하,대구,동구,5,3,남,con,54,,47.25,False,-1.930939493934512,,,False,3.452320770874345e-06,1
서홍명,대구,동구,5,3,남,con,58,,47.25,False,-2.475018856813588,,,True,6.080655645904681e-07,1
황순규,대구,동구,5,3,남,rev,,정당인,47.25,False,-1.9959065198516095,,,True,0.00023891226932708944,1
오운석,대구,동구,5,3,,rem,28,,47.25,False,-2.26976225324988,,,False,4.433444201065119e-06,1
임영관,대구,동구,5,3,남,rem,48,,47.25,False,-2.380892913826996,,,False,7.504450333315629e-05,1
김주현,대구,동구,5,3,남,rem,66,,47.25,False,-2.758094011621341,,,False,0.09488904642789636,1
김정권,대구,동구,5,3,남,rem,60,,47.25,False,-2.618722454903561,,행정,False,0.0013628793289635949,1
오말임,대구,동구,5,3,여,rem,48,,47.25,False,-3.1484649705461716,,행정,True,7.744306263380176e-05,1
하중호,대구,동구,5,3,남,con,50,,47.25,False,-1.0165395128158252,,경영,False,0.00014375824949842983,1
차수환,,동구,5,3,남,con,50,,47.25,True,-0.8921762130249584,,,False,0.0001540861143638354,1
김종태,대구,동구,5,3,남,rem,52,,47.25,False,-0.3610040214845376,,경영,False,0.031046514273612318,1
이동두,대구,동구,5,3,남,con,54,,47.25,True,-0.8030116116337033,,경영,False,1.4787517234330974e-07,1
조학래,대구,동구,5,3,남,con,59,,47.25,False,-1.2542070629294468,,,False,9.864955697373616e-05,1
허진구,대구,동구,5,3,남,rem,51,,47.25,False,-0.2433761684536184,,,True,4.770192003690913e-05,1
남태현,대구,동구,5,3,남,con,58,,47.25,True,-0.6631526044382793,,,True,0.8351359239589613,1
김종호,대구,동구,5,3,남,con,,,47.25,False,-1.1301416226995005,,,True,0.006548397098807748,1
최대석,대구,동구,5,3,남,rem,68,,47.25,False,-0.5292627794655397,,,True,0.00034934406258443543,1
이재숙,대구,동구,5,3,여,con,41,,47.25,True,-0.8657769100829734,,행정,False,0.0014827330261825455,1
강대식,대구,동구,5,3,남,con,50,,47.25,False,-0.9479538330775016,,경영,True,0.002053305833708517,1
김영숙,,동구,5,3,여,rem,42,,47.25,False,-1.2867123773651912,,,True,0.0035968452456232422,1
정용석,대구,동구,5,3,남,rem,49,,47.25,False,-1.530655652333604,,경영,False,0.0014516213958233562,1
김진출,대구,서구,5,3,남,con,58,,47.25,True,-0.4366653293572131,,행정,False,0.0015755446759244008,1
안영철,대구,서구,5,3,남,con,53,,47.25,False,-1.7171137023131813,,,False,0.0016184255251029645,1
민부기,대구,서구,5,3,남,rev,38,,47.25,False,-2.104564018088156,,,True,0.006250219466767878,1
류기태,대구,서구,5,3,남,rem,56,,47.25,False,-1.5835431460534852,,,False,2.0014719282718068e-05,1
안상규,대구,서구,5,3,남,rem,59,,47.25,False,-1.7549348333188326,,행정,False,0.02610328256262841,1
김용환,대구,서구,5,3,남,con,65,,47.25,True,-0.4096036533142471,,,False,0.11053943927495152,1
박진홍,대구,서구,5,3,남,con,46,,47.25,False,-1.7430512689126092,,행정,False,0.026956195345573062,1
김동원,대구,서구,5,3,남,con,61,,47.25,False,-2.031190705731,,경영,True,0.4613938325576871,1
신상숙,대구,,5,3,여,rem,44,,47.25,False,-1.6873251743664224,,,False,0.00025703132311171367,1
배이희,대구,서구,5,3,남,rem,64,,47.25,False,-1.8040611549009875,,법,False,4.070628019805753e-07,1
임태상,대구,서구,5,3,남,con,60,,47.25,True,-0.4493107753069021,,행정,True,0.0016046853140528985,1
조영래,대구,서구,5,3,남,con,52,정당인,47.25,False,-1.4158531633614349,,,False,0.051427181934741335,1
,대구,서구,5,3,남,rem,33,,47.25,False,-1.3372263805852882,,경영,True,0.058596009771859636,1
김성진,,서구,5,3,남,rem,51,,47.25,False,-1.611552078126436,,,False,0.18828473334712603,1
김일동,대구,서구,5,3,남,con,53,,47.25,True,-1.0545566615807898,,,True,0.006577664840058302,1
김준범,대구,서구,5,3,남,con,37,정당인,47.25,False,-2.255516522953717,,,True,0.03882646222919533,1
서병택,대구,서구,5,3,남,con,55,,47.25,False,-2.413971095881382,,행정,False,2.0661576552945066e-05,1
장태수,대구,서구,5,3,남,rev,38,정당인,47.25,False,,,,False,0.01580850722619957,1
위용복,대구,서구,5,3,남,rem,57,,47.25,False,-1.3223105810513462,,행정,True,5.5946366915065994e-05,1
강남섭,대구,서구,5,3,남,rem,52,,47.25,False,-2.9505576292668105,,,False,1.1267981658385624e-05,1
이원길,대구,서구,5,3,남,rem,52,,47.25,False,-2.255516522953717,,,False,0.004072486897808835,1
배문현,대구,남구,5,3,남,con,45,정당인,47.25,True,-0.2879230072800757,,,False,8.449901262757377e-06,1
전영식,대구,남구,5,3,,con,49,,47.25,False,-1.1423214034179014,,,False,0.0005554525179667048,1
이정,대구,남구,5,3,남,rem,61,,47.25,False,-0.9293375465600714,,,True,0.0990478891819776,1
유봉수,대구,남구,5,3,남,con,61,정당인,47.25,True,-0.24235419323347,,행정,False,4.8978687779179235e-06,1
김주연,대구,남구,5,3,남,con,53,,47.25,False,-1.4436144314988308,,,True,,1
김현철,대구,남구,5,3,남,rem,49,,47.25,False,-0.7049936209278648,연세대,정치,False,0.4780129494687826,1
이명수,대구,남구,5,3,남,con,53,,47.25,True,-0.3269214198977517,,,False,0.02400953471626796,
박재홍,대구,남구,5,3,남,con,50,,47.25,False,-1.0966644469095197,,,False,0.2680049648048783,1
박찬목,대구,남구,5,3,남,rem,61,,47.25,False,-0.8975329875497423,,,False,0.00017631422465022483,1
박영래,대구,남구,5,3,남,con,57,,47.25,True,-0.520609125211654,,,False,0.0001872252121048475,1
김경희,대구,남구,5,3,여,con,50,,47.25,False,-1.4518545564322989,,정치,False,0.09119707981719206,1
조재구,대구,남구,5,3,남,rem,48,,47.25,False,-0.3804085282708267,,,False,0.003356791499589557,1
최광교,대구,북구,5,3,남,con,53,정당인,47.25,True,-0.7230968087652843,,경영,False,1.7682029861617947e-05,1
이동수,,북구,5,3,남,con,58,,47.25,False,-1.1630098754104086,,경영,True,0.009142290474864506,1
이준오,대구,북구,5,3,남,rem,47,,47.25,False,-1.9709966303013176,,행정,False,0.002440284002101036,1
안경완,대구,북구,5,3,남,rem,36,,47.25,False,-1.5383276038827027,,행정,True,0.00020053834168632783,1
정병기,대구,북구,5,3,남,,64,,47.25,False,-2.2412444327603738,,,False,0.0007357934603641265,1
김상혁,대구,북구,5,3,남,con,38,,47.25,True,-0.5757923500516997,,경영,False,0.16691449743705586,1
강상기,대구,북구,,3,남,con,50,,47.25,False,,,,False,2.052397314862188e-05,1
사공은혜,대구,북구,5,3,여,rem,27,,,False,-1.5895032210397797,,경영,False,6.019781433435462e-09,1
이강열,대구,북구,5,3,남,rem,49,,47.25,False,-1.2805495700086942,,,False,0.0004249404488494576,1
노혜진,대구,북구,5,3,여,con,58,정당인,,True,-0.7810124872182974,,,False,0.0002177514729781563,1
홍의구,대구,북구,5,3,남,con,62,,47.25,False,-1.4378817299103837,,,False,9.902155415892735e-05,1
김해식,대구,북구,5,3,남,rem,72,,47.25,False,-2.044660552787257,,,False,0.00013490964072596044,1
구진이,대구,북구,5,3,여,rem,35,,47.25,False,-2.4550070394079904,,정치,True,2.1153034827667004e-06,1
사공용,대구,북구,5,3,남,rem,57,,47.25,False,-2.0777993826185592,,,False,2.4142884509591616e-06,1
오용근,대구,북구,5,3,남,rem,65,,47.25,False,-1.7028270127069436,,,False,2.976683743632506e-05,1
김동하,대구,북구,5,3,남,con,48,,47.25,True,-0.9357991342908591,,경영,False,0.008626007607283333,1
조수갑,대구,북구,5,3,남,con,52,,47.25,False,-1.6859198177478385,,경영,True,6.15723085918389e-08,1
이정열,대구,북구,5,3,남,rem,53,정당인,47.25,False,-1.3968959815034396,,,False,0.011408422241666744,1
이동호,,북구,5,3,남,rem,64,,47.25,False,-1.863029727260685,,,True,0.006808686453127546,1
유병철,대구,북구,5,3,남,rem,48,,47.25,False,-1.3825079989575968,,,False,0.002475810429322529,1
이경애,대구,북구,5,3,여,con,53,,47.25,True,-1.0437329670588154,,,False,0.05275802638676683,1
이차수,대구,,5,3,남,con,52,,47.25,False,-1.3062589955633068,,행정,False,0.0042062270552280425,1
구권회,대구,북구,5,3,남,con,55,정당인,47.25,False,-1.4814294168391369,,,False,1.7164197757152752e-05,1
김은현,대구,북구,5,3,남,rem,45,,47.25,False,-1.9533556870984852,,,False,0.00017513419837901292,1
안수호,대구,북구,5,3,남,rem,52,,47.25,False,-1.5153860608861105,,,False,0.0002873840072017932,1
채동수,대구,북구,5,3,남,con,47,,47.25,True,-0.450438634251671,,행정,False,9.463979474703077e-06,1
김병규,대구,북구,5,3,남,con,49,,47.25,False,-0.8898845307170414,,,False,0.004513315292846155,1
윤보욱,대구,북구,,3,남,rev,46,,47.25,False,-0.8737890096023057,,,True,4.3564160052705404e-08,1
하병문,대구,북구,5,3,남,con,50,,47.25,True,-1.097655625436246,,,False,0.00017341978832434766,1
박재흥,대구,북구,5,3,남,con,58,,47.25,False,-1.1007185603898295,,경영,True,0.00016657408063150186,1
최인철,대구,북구,5,3,남,rem,47,정당인,47.25,False,-0.8998706593097301,,경영,False,0.007380933740738961,1
조영호,대구,북구,5,3,남,rem,50,,47.25,False,-1.475608971276666,,,True,0.0032577695215588627,
황영만,대구,북구,5,3,남,con,48,정당인,47.25,True,-1.2009822631966796,,,True,0.00013887628177106282,1
이동욱,대구,북구,5,3,남,con,41,정당인,47.25,False,-1.3114003489948685,,,False,0.6976072480443544,1
박유기,대구,북구,5,3,남,con,49,정당인,47.25,False,-1.740211356033498,,,True,0.0002544342156225699,1
이영재,대구,북구,5,3,남,rev,43,정당인,47.25,False,-1.0329090183707956,,,True,0.015622712282568472,1
이인우,대구,북구,5,3,남,rem,58,,47.25,False,-1.9872899090056373,고려대,경영,False,0.0037297497739613673,1
김순호,대구,수성구,5,3,여,con,54,,,False,,,,False,0.004301723831155636,1
김숙자,대구,수성구,5,3,여,con,65,,47.25,True,-0.9090288298398296,,,True,0.012771285666597312,1
유춘근,대구,수성구,5,3,남,con,63,정당인,47.25,False,-1.6626847822466118,,행정,False,0.00016019875848072285,1
이병욱,대구,수성구,5,3,남,con,54,,47.25,False,-1.4891044202029498,,,False,0.036527053002217515,1
김원열,대구,수성구,5,3,남,rem,47,정당인,47.25,False,-2.9055693264322056,,,False,9.297210166139731e-05,1
차건호,대구,수성구,5,3,남,rev,43,,47.25,False,-1.8048293319286048,,,,0.0002696117851549024,1
김태수,대구,수성구,5,3,남,rem,59,정당인,47.25,False,-1.8392749573447824,,경영,False,0.031633248210063934,1
김창문,대구,수성구,5,3,남,con,,,47.25,True,-0.7067165134428285,,행정,True,0.00044201864150371925,1
최진태,대구,수성구,5,3,남,con,50,,47.25,False,-1.0273715938126633,,경영,False,0.0019846005288708768,1
김삼조,대구,수성구,5,3,남,rem,,,47.25,False,-0.5782937592107359,,행정,False,0.0010815857273077944,1
남상석,대구,수성구,5,3,남,con,56,,47.25,True,-1.2995859685288822,,,False,0.0005085750841820809,1
김유태,대구,수성구,5,3,남,con,55,,47.25,False,-2.08185394438062,,,False,0.0011435234632835882,1
박민호,대구,수성구,5,3,남,con,48,,47.25,False,-1.8805736929842258,,행정,True,0.05883967590839605,1
김성년,대구,수성구,5,3,남,rev,32,,47.25,False,,,,True,0.0025734781383469603,1
정병열,대구,수성구,5,3,남,rem,49,,47.25,False,-3.1206100927326084,,법,True,0.007646577424499917,1
이선모,대구,수성구,5,3,남,rem,41,,47.25,False,-2.2033817061868293,,,True,0.00020682546674457132,1
현기훈,대구,수성구,5,3,남,rem,52,,47.25,False,-2.530623388663104,,,False,1.7133567673506313e-05,1
이용국,대구,,5,3,남,rem,44,,47.25,False,-4.370761085486573,,행정,False,0.004028246811199722,1
서상국,대구,수성구,5,3,남,rem,52,,47.25,False,-2.2751112326623946,,행정,False,0.0024421079660283678,1
정주봉,대구,수성구,5,3,남,rem,53,,47.25,False,-3.70814028153773,,,False,0.0003639307360413757,1
양의환,대구,수성구,5,3,남,con,50,,47.25,True,-0.4885310051481621,,정치,False,0.0005064112714131749,1
이동윤,대구,수성구,5,3,남,con,,,47.25,False,-1.1680862240915273,,,False,0.1026200961413486,1
김진환,대구,수성구,5,3,남,rem,56,,47.25,False,-0.6920704421447399,,,False,0.20852385850931426,1
최기원,대구,수성구,5,3,남,con,49,,47.25,True,-0.5490895152078239,,행정,True,0.010711349917538358,1
,대구,수성구,5,3,남,con,57,,47.25,False,-1.4758126333807922,,경영,True,0.0011617940610655418,1
조규화,대구,수성구,5,3,여,rem,61,,47.25,False,-1.0785151854699773,,,True,0.0012507365129333134,1
김영주,대구,수성구,5,,남,rem,67,,47.25,False,-1.7293627265846874,,,True,0.33116310322480297,1
김재현,대구,수성구,5,3,남,con,49,,47.25,True,-0.5790599137638819,,,True,0.1463693732596333,1
김범섭,대구,수성구,5,3,남,con,61,,47.25,False,-1.343622971146292,,,False,0.00048617968443986914,1
박원식,대구,수성구,5,2,남,rev,48,,47.25,False,-1.8362112317988888,,,True,0.011013341837344216,1
김기일,대구,수성구,5,3,남,rem,53,,47.25,False,-2.7272749607140048,,,False,0.0016410924262563375,1
조용성,대구,,5,3,남,rem,42,,47.25,False,-1.3714008208873234,,,False,0.005154076338848798,1
임대규,대구,수성구,5,3,남,con,50,,47.25,True,-1.0309992828632175,,경영,True,0.0015416807790877994,1
양균열,대구,수성구,5,3,남,con,50,,47.25,False,-1.7548819094039148,,,False,2.346668678367551e-06,1
배만준,대구,수성구,5,3,남,rem,56,,47.25,False,-2.4657360066557987,,,True,3.9848140444865373e-07,1
최경훈,대구,수성구,5,3,남,rem,55,,47.25,False,-1.962101384742317,,,False,0.0070315712387591465,1
정영순,대구,수성구,5,3,여,rem,62,,47.25,False,-2.4211033115062124,,행정,True,0.002149987291149652,1
금태남,대구,수성구,5,3,남,rem,,,47.25,False,-1.867989860040701,,,True,2.4029953651247533e-06,1
석철,대구,수성구,5,3,남,rem,48,,47.25,False,-1.8292540818708856,,경영,False,0.0016358265412068414,1
이영애,대구,달서구,5,3,여,con,53,,47.25,True,-0.15411554464463958,,경영,False,0.5090001390993973,1
김영수,대구,달서구,5,3,남,con,64,,47.25,False,-1.2803392590808778,,,False,0.017479591210390215,1
이귀화,대구,달서구,5,3,남,rem,58,,47.25,False,-0.8528987516877686,,,False,0.0001402223387448651,1
조홍철,대구,달서구,5,3,남,con,43,,47.25,False,,,법,False,0.00030088065084061345,1
김진섭,대구,달서구,5,3,남,con,56,,47.25,True,-0.8314226583050509,,경영,False,0.002819369077616025,1
조규열,대구,달서구,5,3,남,con,64,,47.25,False,-2.0142064684468344,,,True,1.6774555473016507e-05,1
허시영,대구,달서구,5,3,남,con,36,,47.25,False,-1.3455591536287486,,정치,True,4.116552197091437e-05,1
이유경,대구,달서구,5,2,여,rev,41,,47.25,False,-1.351140516479762,,,True,0.010084753197503826,1
이준현,대구,달서구,5,3,남,rem,53,,47.25,False,-1.7782181904485097,,,False,0.0016089933467075765,1
최상극,대구,달서구,5,3,남,con,51,,47.25,True,-0.8999709954764853,,,False,7.245572693758463e-05,1
최성기,대구,달서구,5,3,남,con,52,,47.25,False,-1.728246063505729,,행정,False,0.00025370768076318106,1
기갑수,대구,달서구,5,3,남,con,53,정당인,47.25,False,-1.8304124130777888,,행정,False,6.671033436942463e-08,1
김성태,대구,달서구,5,2,남,rev,55,정당인,47.25,False,-1.6334952036088604,,법,True,0.4208263910972369,1
박배일,대구,달서구,5,3,남,rem,39,,47.25,False,,,,False,5.828892602795876e-05,1
전해진,대구,달서구,5,3,남,rem,38,,47.25,False,-2.04404151365937,,,False,0.0017244574919886054,1
장순화,대구,달서구,5,3,여,con,55,,47.25,True,-0.495993018889801,,경영,False,7.6028701245992785e-06,1
권순철,대구,달서구,5,3,남,con,48,,47.25,False,-0.9981607093633664,,,False,0.0009613242964367724,1
이승희,대구,달서구,5,3,남,rem,64,,47.25,False,-1.84416894855874,,,False,0.011965388004894596,1
전윤삼,대구,달서구,5,3,남,rem,48,,47.25,False,-2.7257506969683867,,,False,,1
조차근,대구,달서구,5,3,남,rem,60,,47.25,False,-2.019727855824509,,경영,False,4.381591211783046e-05,1
김재관,대구,달서구,5,3,남,con,51,,47.25,True,-0.4992411671283585,,경영,False,0.0012156615449143392,
이찬기,대구,달서구,5,3,남,con,49,정당인,47.25,False,-1.3722784170864988,,경영,False,0.0003760331912084709,1
김철규,대구,달서구,5,3,남,rem,53,,47.25,False,-1.2714221287790552,,행정,False,0.0014977926207289164,1
정상희,대구,달서구,5,3,남,rem,52,,47.25,False,-1.5986264449949512,,경영,True,0.0007779186587751722,1
최한수,대구,달서구,5,3,남,con,52,,47.25,True,-0.3163125451484509,,,False,0.00013593510835470174,1
구상모,대구,달서구,5,3,남,con,50,,47.25,False,-1.3827956520719578,,,False,0.0003758892066832157,1
김병찬,대구,달서구,5,3,남,rem,48,,47.25,False,-1.4534912799240718,,경제,True,0.01604079483940641,1
김삼태,대구,달서구,5,3,남,rem,46,,47.25,False,-1.8182252937515555,,,False,1.2561275577488447e-05,1
조철제,대구,달서구,5,3,남,con,63,,47.25,True,-0.19043888787237456,,법,False,0.0001212943108782895,1
도영환,대구,달서구,5,3,남,con,52,,47.25,False,-0.8629605972516902,,행정,False,8.709176616998504e-05,1
장원정,대구,달서구,5,3,남,rem,53,,47.25,False,-1.2623112478376577,,,True,0.0006264214558404192,1
전태선,대구,달서구,5,3,여,con,51,,47.25,True,-0.8803466958282833,,,True,8.319283266883333e-06,1
김주범,대구,달서구,5,3,남,con,33,,47.25,False,-1.5551841452678117,,,False,0.0001327686652192684,1
김종후,대구,달서구,5,3,남,con,56,,47.25,False,-2.2587824703356527,,,False,4.461702284939743e-05,1
신희철,대구,달서구,5,3,남,rem,45,,47.25,False,-1.800852171065541,,,True,0.0006987471370608249,1
김철희,대구,,5,3,남,rem,47,,47.25,False,-1.6633881412693556,,,True,0.0004358087710951464,1
강옥진,대구,달서구,5,3,남,rem,47,,47.25,False,-2.186670389657529,,경영,False,6.957426464044548e-06,1
김기석,대구,달성군,5,3,남,con,64,,47.25,True,-0.8893908190771096,,경영,,0.2431996169950099,1
조성제,대구,달성군,5,3,남,con,57,,47.25,False,-1.2994367080935674,,경영,True,0.13447610260698686,1
도상식,대구,달성군,5,2,남,rev,59,,47.25,False,-1.868623851777108,,,False,2.5124308195644915e-06,1
하용하,대구,달성군,5,3,남,rem,54,,47.25,False,-0.6997973471395311,,행정,False,0.0005770620349288222,1
정수헌,대구,달성군,5,3,남,con,45,,47.25,True,-0.6334077204801918,,,True,0.0005765415338397731,1
채명지,대구,달성군,5,3,남,con,44,,47.25,False,-0.939021412344448,,,False,0.009503516802503224,1
김순호,대구,달성군,5,3,여,rem,59,,47.25,False,-1.3960728376646525,,행정,False,0.04381793084234378,1
도기태,대구,달성군,5,3,남,rem,64,,47.25,False,-1.7915822114060895,,행정,False,0.0003338290909132405,1
송성열,대구,달성군,5,3,남,con,57,,47.25,,-0.9425980115597848,,,False,0.00016474007892816774,1
서정삼,대구,달성군,5,3,남,con,42,,47.25,False,-1.89264570449096,,,True,0.00027208195902086264,1
배사돌,대구,달성군,5,3,남,con,57,,47.25,False,-1.6482869474563604,,,False,7.032618155094967e-05,1
김만식,대구,달성군,5,2,남,rev,61,,47.25,False,-2.5198509392773434,,,True,0.13897656894605165,1
이진환,대구,달성군,5,3,남,rev,45,,47.25,False,-2.3277055130775732,,,False,0.12889720251682776,1
이대곤,대구,달성군,5,3,남,rev,50,정당인,47.25,False,-3.295567469450976,,,True,0.011895941725995209,1
김길수,대구,달성군,5,3,남,rem,65,,47.25,False,-1.42650794161354,,,False,0.2872360262542802,1
전경희,인천,중구,5,3,여,con,41,,47.25,True,-1.1782706913524807,,,True,0.002416005070545122,1
임관만,,중구,5,3,남,con,49,,47.25,False,-1.7312854482890532,,,False,0.0003162062164724486,1
이승언,인천,중구,5,3,남,con,67,,47.25,False,-2.186947395687528,,,False,0.003469967683949367,1
김철홍,인천,중구,5,3,남,rev,58,,47.25,False,-0.9949924174880674,,,False,0.006907519791061938,1
윤효화,인천,중구,5,3,,rev,47,,47.25,False,-2.1530752286581882,,,False,,1
박길정,인천,중구,5,3,,rem,65,,47.25,False,-2.16638740289652,,,False,1.499484436526294e-06,1
김재기,인천,중구,5,3,남,con,59,정당인,47.25,True,-1.3590207535682963,,,False,0.049576017385991364,1
김대영,인천,중구,5,3,남,con,52,,47.25,False,-2.0825724484209487,,법,True,0.01961905917121867,1
김창복,인천,중구,5,3,남,con,67,정당인,47.25,False,,,행정,False,0.0011042452041954288,1
하승보,인천,중구,5,3,남,rev,58,정당인,47.25,False,-1.7968006494555326,,행정,False,7.295460699237666e-05,1
,인천,중구,5,3,남,rev,52,정당인,47.25,False,-2.4110374479681993,,,True,0.06794710917375639,1
김규찬,인천,중구,,3,남,rev,48,,47.25,False,-1.4023062604208052,,,,0.0011575088871287802,1
이정재,인천,중구,5,3,남,rem,44,,47.25,False,-2.8343302655309133,,경영,False,0.8470076447673168,1
신병우,인천,중구,5,3,남,rem,56,,47.25,,-2.919793181959613,,,False,1.1210113782855606e-05,1
최규영,인천,중구,5,3,남,rem,66,,47.25,False,-3.1456430168636045,,경영,False,0.00039305244315188657,1
여운봉,인천,동구,5,3,남,con,56,,47.25,True,-1.4722421191246644,,,False,0.0006687704209440272,1
김기인,인천,동구,5,3,남,con,58,,47.25,False,-1.8147566058444653,,,False,0.01439734631271679,1
채영락,인천,동구,5,3,남,con,62,,47.25,False,-2.045166767050004,,경영,False,,1
지순자,인천,동구,5,2,여,rev,49,,47.25,False,-1.1532232299853922,,,False,0.0012742897607190171,1
문성진,인천,동구,5,3,남,rev,43,정당인,47.25,,-1.267893831107593,,,False,0.011696396692759185,1
김용환,인천,동구,5,3,남,rem,53,,47.25,False,,,,False,0.08807057984498103,1
이영화,,동구,5,3,남,con,64,,47.25,True,-1.542101539581944,,,False,0.11978336841245402,1
박영우,인천,동구,5,3,남,con,49,,47.25,False,-2.1555492571073547,,법,True,0.022763423981439674,1
임정희,인천,동구,5,3,여,con,,,47.25,False,-2.2513873141517227,,행정,False,0.34430178563260494,1
이영복,인천,동구,5,3,남,rev,52,,47.25,False,-1.4787224502626126,,행정,True,0.2670832881216296,1
송광식,인천,동구,5,3,남,rev,53,,47.25,False,-2.199659383434309,,,False,,1
박기봉,인천,동구,5,3,,rev,37,,47.25,False,-2.353111670171397,,,True,0.002415544792383118,1
송병림,인천,동구,5,3,남,rem,54,,47.25,False,-3.1785340224340035,,행정,False,5.112610934190578e-06,1
윤대영,인천,동구,5,3,남,rem,57,,47.25,False,-2.84683736577133,,,True,0.1159818556366874,1
이만종,인천,동구,5,3,남,rem,52,,47.25,False,-3.4291218810156834,,,False,0.003233695165294341,1
남궁형,인천,동구,5,3,남,rem,29,,47.25,False,-2.4165163694611933,,행정,True,0.00424174726501023,1
최백규,인천,남구,5,3,남,con,,,47.25,True,-1.1969051746183166,,,True,0.002884663544253839,1
하광찬,인천,남구,5,3,남,,53,,47.25,False,-2.124951184788296,,,False,2.011222410914229e-06,1
최용덕,인천,남구,5,3,남,con,51,,47.25,False,-1.9171424674256263,,,True,0.009532983407085796,1
배상록,인천,남구,,3,남,rev,57,,47.25,False,-1.0747805486495507,,,True,0.0007376359648664428,1
문영미,인천,남구,5,3,여,rev,44,,47.25,False,-1.5297138508713517,,,False,0.04064469155336519,1
김굉백,인천,남구,5,3,,rev,32,,47.25,False,-3.6557025026459335,,,True,4.232063015087684e-06,1
이영훈,인천,남구,5,3,남,con,42,,47.25,True,-0.8581549444528184,,,False,0.3780436769471726,1
이한형,인천,남구,5,3,남,con,43,,47.25,False,-1.18939566844829,,행정,False,0.0011233901279956516,1
손일,인천,남구,5,3,남,rev,53,정당인,47.25,False,-0.9087296599196876,,,False,0.0005498506896801039,1
김육만,인천,남구,5,3,남,rev,65,,47.25,False,-2.4107593259919327,,,True,,1
이성수,인천,남구,5,3,남,,66,,47.25,False,-4.082691563139534,,,False,0.019017150876022824,1
배석봉,인천,남구,5,3,남,,67,,47.25,False,-3.0910424533583165,,경제,False,3.948570894863407e-06,1
배세식,인천,남구,5,3,남,con,55,,47.25,True,-0.950065826660929,,,False,4.465373658362834e-06,1
최흥숙,인천,남구,5,3,여,con,47,정당인,47.25,False,-1.516095327744424,,행정,True,7.066840305566971e-06,1
