이름,선거구,선거구명,종류,회,기호,남여,정당,연령,직업,여당평가,당선여부,득표율,지역구분
최종문,강원,철원군,구시군의장선거,6,3,남,rem,65,,51.225,False,-1.6211339521972916,1
이승훈,충북,청주시,구시군의장선거,6,1,남,con,59,정당인,51.225,True,,1
한범덕,충북,청주시,구시군의장선거,6,2,남,rem,61,,51.225,False,,1
조길형,충북,충주시,구시군의장선거,6,1,남,con,51,정당인,51.225,True,0.029030178119425744,1
한창희,충북,충주시,구시군의장선거,6,2,남,rem,60,정당인,51.225,False,,1
최영일,충북,충주시,구시군의장선거,6,3,남,rem,45,,51.225,False,-2.9346445815741533,1
최명현,충북,제천시,구시군의장선거,6,1,남,con,63,,51.225,False,-0.3705571004379642,1
이근규,충북,제천시,구시군의장선거,6,2,남,rem,54,,51.225,True,,1
홍성주,충북,제천시,구시군의장선거,6,3,남,rem,61,,51.225,False,-2.3084292073326527,1
류한우,충북,단양군,구시군의장선거,6,1,남,con,64,정당인,51.225,True,-0.05310603349252792,1
김동진,충북,단양군,구시군의장선거,6,2,남,rem,62,,51.225,False,,1
조남성,충북,단양군,구시군의장선거,6,3,남,rem,70,,51.225,False,-2.7114807361989994,1
윤명근,충북,단양군,구시군의장선거,6,3,남,rem,66,,51.225,False,-3.736519531900131,1
박세복,충북,영동군,구시군의장선거,6,1,남,con,51,,51.225,True,-0.22518124195323985,1
정구복,충북,영동군,구시군의장선거,6,2,남,rem,57,정당인,51.225,False,,1
김재영,충북,영동군,구시군의장선거,6,3,남,rem,57,,51.225,False,-2.2346986557751096,1
김수백,충북,보은군,구시군의장선거,6,1,남,con,65,정당인,51.225,False,-0.381775087602329,1
이종석,충북,보은군,구시군의장선거,6,2,남,rem,60,정당인,51.225,False,,1
정상혁,충북,보은군,구시군의장선거,6,3,남,rem,72,,51.225,True,-0.2868032242033152,1
김영만,충북,옥천군,구시군의장선거,6,1,남,con,62,,51.225,True,0.21854262883908293,1
김재종,충북,옥천군,구시군의장선거,6,2,남,rem,59,정당인,51.225,False,,1
이성실,충북,옥천군,구시군의장선거,6,3,여,rem,53,,51.225,False,-4.3390627436588325,1
강명훈,충북,옥천군,구시군의장선거,6,3,남,rem,50,,51.225,False,-4.323903136769407,1
박인수,충북,옥천군,구시군의장선거,6,3,남,rem,40,,51.225,False,-3.8705404652731983,1
이필용,충북,음성군,구시군의장선거,6,1,남,con,52,,51.225,True,0.3134907634811686,3
박희남,충북,음성군,구시군의장선거,6,2,남,rem,59,,51.225,False,,3
김종필,충북,진천군,구시군의장선거,6,1,남,con,50,,51.225,False,-0.3579474330528141,3
유영훈,충북,진천군,구시군의장선거,6,2,남,rem,59,,51.225,True,,3
남구현,충북,진천군,구시군의장선거,6,3,남,rem,57,,51.225,False,-3.788718334159998,3
김원종,충북,진천군,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.9234839154608896,3
송인헌,충북,괴산군,구시군의장선거,6,1,남,con,58,,51.225,False,-0.5416359967506285,3
김춘묵,충북,괴산군,구시군의장선거,6,3,남,rem,54,,51.225,False,-2.065558515389843,
임각수,충북,괴산군,구시군의장선거,6,3,남,rem,66,,51.225,True,-0.13308975502515244,3
유명호,충북,증평군,구시군의장선거,6,,남,con,72,,51.225,False,-0.3810274154167995,3
홍성열,충북,증평군,구시군의장선거,6,2,남,rem,59,,51.225,True,,3
연기복,충북,증평군,구시군의장선거,6,3,남,rem,60,,51.225,False,-3.3565503358001525,3
박동복,충북,증평군,구시군의장선거,6,3,남,rem,60,,51.225,False,-4.133799769455481,3
이현재,충북,증평군,구시군의장선거,6,3,남,rem,57,,51.225,False,-2.4498359119950446,3
최민기,충남,천안시,구시군의장선거,6,1,남,con,49,정당인,51.225,False,-0.495743127447311,2
구본영,충남,천안시,구시군의장선거,6,2,남,rem,61,정당인,51.225,True,,2
선춘자,충남,천안시,구시군의장선거,6,3,여,rev,45,정당인,51.225,False,-4.3576010579641276,2
장화순,충남,천안시,구시군의장선거,6,3,남,rem,62,,51.225,False,-4.788770721335798,2
박성호,충남,천안시,구시군의장선거,6,3,남,rem,54,,51.225,False,-2.8721159399376672,2
오시덕,충남,공주시,구시군의장선거,6,1,남,con,66,정당인,51.225,True,-0.08143952305080368,1
김정섭,충남,공주시,구시군의장선거,6,2,남,rem,48,정당인,51.225,False,,1
김택진,충남,공주시,구시군의장선거,6,3,남,rem,60,,51.225,False,-4.2805108531219656,1
,충남,공주시,구시군의장선거,6,3,남,rem,48,,51.225,False,-3.7659008953474338,1
김선환,충남,공주시,구시군의장선거,6,3,남,rem,62,,51.225,False,-2.3220674787338598,1
김동일,충남,보령시,구시군의장선거,6,1,남,con,65,정당인,51.225,True,-0.0023116386801847635,1
이시우,충남,보령시,구시군의장선거,6,2,남,rem,65,정당인,51.225,False,,1
엄승용,충남,보령시,구시군의장선거,6,3,남,rem,57,,51.225,False,-1.7330155174242008,1
이교식,충남,아산시,구시군의장선거,6,1,남,con,60,정당인,51.225,False,-0.318293841365985,1
복기왕,충남,아산시,구시군의장선거,6,2,남,rem,46,,51.225,True,,1
조양순,충남,아산시,구시군의장선거,6,3,여,rem,45,,51.225,False,-2.9053141177777637,1
이완섭,충남,서산시,,6,1,남,con,57,,51.225,True,0.7926008620944236,1
한기남,충남,서산시,구시군의장선거,6,2,남,rem,45,,51.225,False,,1
한상기,충남,태안군,구시군의장선거,6,1,남,con,67,정당인,51.225,True,-0.4654612494797952,1
이수연,충남,태안군,구시군의장선거,6,2,남,rem,56,정당인,51.225,False,,1
가세로,충남,태안군,구시군의장선거,6,3,남,rem,58,정당인,51.225,False,-0.5824549916165002,1
박동철,충남,금산군,구시군의장선거,6,1,남,con,62,,51.225,True,0.16018988072845353,1
문정우,충남,금산군,구시군의장선거,6,2,남,rem,49,,51.225,False,,1
송영철,충남,논산시,구시군의장선거,6,1,남,con,54,,51.225,False,-0.2029854773973347,1
황명선,충남,논산시,구시군의장선거,,2,남,rem,47,,51.225,True,,1
이재운,충남,계룡시,구시군의장선거,6,1,남,con,49,,51.225,False,-0.7374271590148903,1
최홍묵,충남,계룡시,구시군의장선거,6,2,남,rem,65,정당인,51.225,True,,1
이응우,충남,계룡시,구시군의장선거,6,3,남,rem,57,,51.225,False,-2.0321699723168383,1
윤차원,충남,계룡시,구시군의장선거,6,3,남,rem,60,,51.225,False,-1.5047024749313935,1
이철환,충남,당진시,구시군의장선거,6,1,남,con,68,,51.225,False,-0.4241702743332131,2
김홍장,충남,당진시,구시군의장선거,6,2,남,rem,52,정당인,51.225,True,,2
김후각,충남,당진시,구시군의장선거,6,3,남,rem,61,,51.225,False,-2.484204944615709,2
이덕연,충남,당진시,구시군의장선거,6,3,남,rem,58,,51.225,False,-2.444939973224523,2
이용우,충남,부여군,구시군의장선거,6,1,남,con,53,,51.225,True,0.6784220918300249,1
박정현,충남,부여군,구시군의장선거,6,2,남,rem,49,정당인,51.225,False,,1
노박래,충남,서천군,구시군의장선거,6,1,남,con,64,,51.225,True,0.14220708869345702,1
이덕구,충남,서천군,구시군의장선거,6,2,남,rem,60,정당인,51.225,False,,1
김석환,,홍성군,구시군의장선거,6,1,남,con,69,,51.225,True,0.07875539614261062,1
채현병,충남,홍성군,구시군의장선거,6,,남,rem,65,,51.225,False,,1
김원진,충남,홍성군,구시군의장선거,6,3,남,rem,54,,51.225,False,-2.1228295107910675,1
복철규,충남,청양군,구시군의장선거,6,1,남,con,66,정당인,51.225,False,-1.2188200200941617,1
김명숙,충남,청양군,구시군의장선거,6,2,여,rem,49,,51.225,False,,1
김의환,충남,청양군,구시군의장선거,6,3,남,rem,60,,51.225,False,-1.4100690885960196,1
황인석,충남,청양군,구시군의장선거,6,3,남,rem,60,,51.225,False,-3.9248121615444673,1
이석화,충남,청양군,구시군의장선거,6,3,남,rem,67,,51.225,True,-1.018409002913136,1
임영환,충남,청양군,구시군의장선거,6,3,남,rem,63,,51.225,False,-2.8062361765948216,1
이희경,충남,청양군,구시군의장선거,6,3,남,rem,65,,51.225,False,-3.0820102304728896,1
황선봉,충남,예산군,구시군의장선거,6,1,남,con,64,정당인,51.225,True,0.4679717965115085,1
고남종,충남,예산군,구시군의장선거,6,3,남,rem,58,,51.225,False,-0.5883999607519881,1
김병석,전북,전주시,구시군의장선거,6,1,남,con,65,정당인,51.225,False,-2.3402658752288006,2
김승수,전북,전주시,구시군의장선거,6,2,남,rem,45,정당인,51.225,True,,2
장상진,전북,전주시,구시군의장선거,6,3,남,rem,57,,51.225,False,-2.850350262270301,2
임정엽,전북,전주시,구시군의장선거,6,3,남,rem,55,,51.225,False,-0.6058703128656344,2
정용회,전북,군산시,구시군의장선거,6,1,남,con,61,정당인,51.225,False,-2.190225226114777,2
문동신,전북,군산시,구시군의장선거,6,2,남,rem,76,,51.225,True,,2
채용묵,전북,군산시,구시군의장선거,6,3,남,rem,53,,51.225,False,-1.8807565657226584,2
서동석,전북,군산시,구시군의장선거,6,3,남,rem,54,,51.225,False,-0.7213126497681304,2
이한수,전북,익산시,구시군의장선거,6,2,남,rem,53,,,False,,2
박경철,전북,익산시,구시군의장선거,6,3,남,rem,58,,51.225,True,-0.04656170563239029,2
김생기,전북,정읍시,구시군의장선거,6,2,남,rem,67,,51.225,True,,2
강광,전북,정읍시,구시군의장선거,6,3,남,rem,77,,51.225,False,-0.8849379438260399,2
정도진,전북,정읍시,구시군의장선거,6,3,남,rem,53,정당인,51.225,False,-1.4257857012500694,2
이환주,전북,남원시,구시군의장선거,6,2,남,rem,53,,51.225,True,,2
김영권,전북,남원시,구시군의장선거,6,3,남,rem,67,,51.225,False,,2
강춘성,전북,남원시,구시군의장선거,6,3,남,rem,57,,51.225,False,-1.737523079109949,2
박준배,전북,김제시,구시군의장선거,6,2,남,rem,58,정당인,51.225,False,,2
이홍규,전북,김제시,구시군의장선거,6,3,남,rev,53,정당인,51.225,False,-2.8604065147562903,2
최락도,전북,김제시,구시군의장선거,6,3,남,rem,76,,51.225,False,-2.985424995676208,2
이건식,전북,김제시,구시군의장선거,6,3,남,rem,69,,51.225,True,-0.2424984581882884,
국영석,전북,완주군,구시군의장선거,6,2,남,rem,51,,51.225,False,,2
박성일,전북,완주군,구시군의장선거,6,3,남,rem,59,,51.225,True,-0.05716608017057435,2
이명노,전북,진안군,구시군의장선거,6,2,남,rem,57,,51.225,False,,2
송영선,전북,진안군,구시군의장선거,6,3,남,rem,63,,51.225,False,-0.8855213940364942,2
이항로,전북,진안군,구시군의장선거,6,3,남,rem,57,,51.225,True,,2
황정수,전북,무주군,구시군의장선거,6,2,남,rem,59,정당인,51.225,True,,2
홍낙표,전북,무주군,구시군의장선거,6,3,남,rem,59,,51.225,False,-1.0554314998274592,2
김세웅,전북,무주군,구시군의장선거,6,3,남,rem,60,,51.225,False,-2.1023659196902003,2
황인홍,전북,무주군,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.204218655587162,2
김창수,전북,장수군,구시군의장선거,6,1,남,con,37,정당인,51.225,False,-2.902963878682866,2
장영수,전북,장수군,구시군의장선거,6,2,남,rem,46,정당인,51.225,False,,2
박성근,전북,장수군,구시군의장선거,6,3,남,rem,68,,51.225,False,-1.6838705072168703,2
최용득,전북,장수군,구시군의장선거,6,3,남,rem,67,,51.225,True,-0.3724814087227119,2
김택성,전북,임실군,구시군의장선거,6,2,남,rem,47,정당인,51.225,False,,2
이종태,전북,임실군,구시군의장선거,6,3,남,rem,61,,51.225,False,-2.8664494410749857,2
박기봉,전북,임실군,구시군의장선거,6,3,남,rem,59,,51.225,False,-3.482306811607753,2
한병락,전북,임실군,구시군의장선거,6,3,남,rem,60,,51.225,False,-2.6287776448951634,2
한인수,전북,임실군,구시군의장선거,6,3,남,rem,57,,51.225,False,-1.5665200430940427,2
,전북,임실군,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.2204222413214836,2
심민,전북,임실군,구시군의장선거,6,3,남,rem,66,,51.225,True,-0.9959362269387404,2
황숙주,전북,순창군,구시군의장선거,6,2,남,rem,66,,51.225,True,,2
홍승채,전북,순창군,구시군의장선거,6,3,남,rem,53,,51.225,False,-0.7270357640013164,2
박우정,전북,고창군,구시군의장선거,6,2,남,rem,69,,51.225,True,,2
정학수,전북,고창군,구시군의장선거,6,3,남,rem,59,,51.225,False,-0.16871066974591736,2
이병학,전북,부안군,,6,2,남,rem,57,정당인,51.225,False,,2
김종규,전북,부안군,구시군의장선거,6,3,남,rem,62,,51.225,True,-0.0870467921437779,2
백기곤,전북,부안군,구시군의장선거,6,3,남,rem,49,,51.225,False,-3.378164189593715,2
이상열,전남,,구시군의장선거,6,2,남,rem,62,,51.225,False,,2
이송환,전남,목포시,구시군의장선거,6,3,남,rev,42,,51.225,False,-3.5568438734954784,2
허정민,전남,목포시,구시군의장선거,6,3,남,rev,47,,51.225,False,-2.842173516055677,2
박홍률,전남,목포시,구시군의장선거,6,3,남,rem,60,,51.225,True,-0.6265128744486391,2
김종익,,목포시,구시군의장선거,6,3,남,rem,49,,51.225,False,-2.7092288978483725,2
홍영기,전남,목포시,구시군의장선거,6,3,남,rem,57,,51.225,False,-1.4986103669978952,2
주철현,전남,여수시,구시군의장선거,6,2,남,rem,55,,51.225,True,,2
김상일,전남,여수시,구시군의장선거,6,3,남,rev,51,,51.225,False,-2.467945713172386,2
김충석,전남,여수시,구시군의장선거,6,3,남,rem,73,,51.225,False,-1.1233858977948836,2
김동채,전남,여수시,구시군의장선거,6,3,남,rem,56,,51.225,False,-2.5424348967783543,2
정정균,전남,여수시,구시군의장선거,6,3,남,rem,59,,51.225,False,-4.312083623025898,2
한창진,전남,여수시,구시군의장선거,6,3,남,rem,58,,51.225,False,-2.4346807286065566,2
허석,전남,순천시,구시군의장선거,6,2,남,rem,49,정당인,51.225,False,,2
이수근,전남,순천시,구시군의장선거,6,3,남,rev,46,정당인,,False,-2.1174029374208505,2
조충훈,전남,순천시,구시군의장선거,6,3,남,rem,60,,51.225,True,-0.1106089063908667,2
강인규,전남,나주시,구시군의장선거,6,2,남,rem,59,정당인,51.225,True,,2
나창주,전남,나주시,구시군의장선거,6,3,남,rem,80,,51.225,False,-2.247178858486956,2
임성훈,전남,나주시,구시군의장선거,6,3,남,rem,54,,51.225,False,-0.44167682896464416,2
김재무,전남,광양시,구시군의장선거,6,2,남,rem,54,정당인,51.225,False,,2
유현주,전남,광양시,구시군의장선거,6,3,여,rev,43,정당인,51.225,False,-2.23782463843935,2
정현복,전남,광양시,구시군의장선거,6,3,남,rem,64,,51.225,True,-0.6017152223269677,2
정인화,전남,광양시,구시군의장선거,6,3,,rem,56,,51.225,False,-1.2508846070968689,2
최형식,전남,담양군,구시군의장선거,6,2,남,rem,58,정당인,51.225,True,,2
유창종,전남,담양군,구시군의장선거,6,3,남,rem,60,,51.225,False,-0.28842393455961035,2
신동호,전남,담양군,구시군의장선거,6,3,남,rem,56,,51.225,False,-3.072197159879644,2
김양수,전남,장성군,구시군의장선거,6,2,남,rem,63,,51.225,False,,2
유두석,전남,장성군,구시군의장선거,6,3,남,rem,64,,51.225,True,0.11282045327477135,2
유근기,전남,곡성군,구시군의장선거,6,2,남,rem,51,정당인,51.225,True,,2
허남석,전남,곡성군,구시군의장선거,6,3,남,rem,58,,51.225,False,-0.5712337325943564,2
배병채,전남,곡성군,구시군의장선거,6,3,남,rem,65,,51.225,False,-1.5720879807084076,2
서기동,전남,구례군,구시군의장선거,6,2,남,rem,64,,51.225,True,,2
김종영,,구례군,구시군의장선거,6,3,남,rem,56,,51.225,False,-2.1460075321898797,2
정정섭,전남,구례군,구시군의장선거,6,3,남,rem,50,,51.225,False,-1.8529385179294082,2
전경태,전남,구례군,구시군의장선거,6,3,남,rem,66,,51.225,False,-0.5737326967913242,2
김경준,전남,고흥군,구시군의장선거,6,1,남,con,56,,51.225,False,-3.3851564043312945,2
박병종,전남,고흥군,구시군의장선거,6,2,남,rem,60,,51.225,True,,2
김학영,전남,고흥군,구시군의장선거,6,3,남,rem,61,,51.225,False,-1.8012734402031358,2
송귀근,전남,고흥군,구시군의장선거,6,3,남,rem,57,,51.225,False,-0.4986870493358001,2
정종해,전남,보성군,구시군의장선거,6,2,남,rem,67,,51.225,False,,2
이용부,전남,보성군,구시군의장선거,6,3,남,rem,61,,51.225,True,0.13353139262452254,2
구충곤,전남,화순군,구시군의장선거,6,2,남,rem,55,정당인,51.225,True,,2
전형준,전남,화순군,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.579707999704484,2
구복규,전남,화순군,구시군의장선거,6,3,남,rem,59,,51.225,False,-1.6924269915131964,2
배동기,전남,화순군,구시군의장선거,6,3,남,rem,58,,51.225,False,-2.9238767364035327,2
임호경,전남,화순군,구시군의장선거,6,3,남,rem,62,,51.225,False,-1.134818909780509,2
임갑수,전남,화순군,구시군의장선거,6,3,남,rem,49,,51.225,False,-3.5860910508423656,2
이명흠,전남,장흥군,구시군의장선거,6,2,남,rem,65,,51.225,False,,2
위두환,전남,장흥군,구시군의장선거,6,3,남,rev,48,,51.225,False,-2.925250198515572,2
정종순,전남,장흥군,구시군의장선거,6,3,남,rem,59,,51.225,False,-1.3585541419262566,2
김성,전남,장흥군,구시군의장선거,6,3,남,rem,54,,51.225,True,-0.6874404882609538,2
최경석,전남,장흥군,구시군의장선거,6,3,남,rem,50,,51.225,False,-2.61666058015998,2
강진원,전남,강진군,구시군의장선거,6,2,남,rem,54,,51.225,True,,2
장경록,전남,강진군,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.0067082153065534,2
신우철,전남,완도군,구시군의장선거,6,2,남,rem,61,정당인,51.225,True,,2
김인철,전남,완도군,구시군의장선거,6,3,남,rem,62,,51.225,False,-0.4203793564013353,2
박철환,전남,해남군,구시군의장선거,6,2,남,rem,55,,51.225,True,,2
김병욱,전남,해남군,구시군의장선거,6,3,남,rem,51,,51.225,False,-0.5604407872947161,2
이동진,전남,진도군,구시군의장선거,6,2,남,rem,68,,51.225,True,,2
박연수,,진도군,구시군의장선거,6,3,남,rem,65,,51.225,,-0.3178114237627527,2
전동평,전남,영암군,구시군의장선거,6,2,남,rem,53,정당인,51.225,True,,2
김일태,전남,영암군,구시군의장선거,6,3,남,rem,69,,51.225,False,-0.5909334631684721,2
최영열,전남,영암군,구시군의장선거,6,3,남,rem,51,,51.225,False,-1.9533464133270089,2
오원옥,전남,무안군,구시군의장선거,6,1,남,con,,,51.225,False,-2.2375918459228137,2
김철주,전남,무안군,구시군의장선거,6,2,남,rem,56,,51.225,True,,2
최길권,전남,무안군,구시군의장선거,6,3,남,rem,28,,51.225,False,-1.9794458517647702,2
정기호,전남,영광군,구시군의장선거,6,2,남,rem,59,,51.225,False,,2
김준성,전남,영광군,구시군의장선거,6,3,남,rem,62,,51.225,True,0.1355698259690943,2
안병호,전남,함평군,구시군의장선거,6,2,남,rem,66,,51.225,True,,2
노두근,전남,함평군,구시군의장선거,6,3,남,rem,61,정당인,51.225,False,-0.4687575044570079,2
남상창,전남,신안군,구시군의장선거,6,3,남,rem,63,,51.225,False,-1.7315266130909377,2
김승규,전남,신안군,구시군의장선거,6,3,남,rem,58,,51.225,False,-0.6413947264266477,2
고길호,전남,신안군,구시군의장선거,6,3,남,rem,69,,51.225,True,-0.37232610958567935,2
이강덕,경북,포항시,구시군의장선거,6,1,남,con,52,,51.225,True,,1
안선미,경북,포항시,구시군의장선거,6,2,여,rem,41,정당인,51.225,False,,1
이창균,경북,포항시,구시군의장선거,6,3,남,rem,54,,51.225,False,,1
최수일,경북,울릉군,구시군의장선거,6,1,남,con,62,,51.225,True,0.8602358057477854,1
정태원,경북,울릉군,구시군의장선거,6,3,남,rem,61,,51.225,False,-0.9309141645674698,1
최양식,경북,경주시,구시군의장선거,6,1,남,con,62,,51.225,True,-0.11413075658807527,1
이광춘,경북,경주시,구시군의장선거,6,3,남,rev,44,정당인,51.225,False,-2.810672596527912,1
박병훈,,경주시,구시군의장선거,6,3,남,rem,49,,51.225,False,-1.1552821261840047,1
최학철,경북,경주시,구시군의장선거,6,3,남,rem,61,,51.225,False,-2.507874663843876,1
황진홍,경북,경주시,구시군의장선거,6,3,남,rem,57,,51.225,False,,1
박보생,경북,김천시,구시군의장선거,6,1,남,con,63,,51.225,True,0.6783636543147196,
김정국,경북,김천시,구시군의장선거,6,3,남,rem,71,,51.225,False,-0.8153138863733359,
권영세,경북,안동시,구시군의장선거,6,1,남,con,61,,51.225,True,0.062085686067583176,1
박종규,경북,안동시,구시군의장선거,6,3,남,rev,50,,51.225,False,-3.2621381606317783,1
이삼걸,경북,안동시,구시군의장선거,6,3,남,rem,58,,51.225,False,-0.4264221135372762,1
권혁구,경북,안동시,구시군의장선거,6,3,남,rem,60,,51.225,False,-3.4408145033138515,1
남유진,경북,구미시,구시군의장선거,6,1,남,,61,,51.225,True,0.06941944026470781,1
구민회,경북,구미시,구시군의장선거,,2,남,rem,58,정당인,51.225,False,,1
김석호,경북,구미시,구시군의장선거,6,3,남,rem,55,,51.225,False,-1.6838008931160515,1
이재웅,경북,구미시,구시군의장선거,6,3,남,rem,63,,51.225,False,,1
장욱현,경북,영주시,구시군의장선거,6,1,남,con,57,정당인,51.225,,0.13949273280441116,1
박남서,경북,영주시,구시군의장선거,6,3,남,rem,57,,51.225,False,-0.2315532622092133,1
김영석,경북,영천시,구시군의장선거,6,1,남,con,62,,51.225,True,0.4326642530930265,1
박철수,경북,영천시,구시군의장선거,6,3,남,rem,53,,51.225,False,-0.5370933301389577,1
이정백,경북,상주시,구시군의장선거,6,3,남,rem,63,,51.225,True,-0.2770017479959865,1
성백영,경북,상주시,구시군의장선거,6,3,남,rem,63,,51.225,False,-0.4834532196785434,1
송용배,경북,상주시,구시군의장선거,6,3,남,rem,61,,51.225,False,-2.104529205362633,1
황해섭,경북,상주시,구시군의장선거,6,3,남,rem,60,,51.225,False,-3.0651678956061006,1
고윤환,경북,문경시,구시군의장선거,6,1,남,con,57,,51.225,True,0.29095764193925777,1
강명윤,경북,문경시,구시군의장선거,6,3,남,,55,,51.225,False,-3.930428845108224,1
신현국,경북,문경시,구시군의장선거,6,3,남,rem,62,,51.225,False,-0.7673286815848117,1
이유권,경북,문경시,구시군의장선거,6,3,남,rem,25,,51.225,False,-4.899090115434545,1
신영진,경북,문경시,구시군의장선거,6,3,남,rem,42,,51.225,False,-2.7394163713799933,1
이현준,경북,예천군,구시군의장선거,6,1,남,con,59,,51.225,True,0.9428995721462125,1
이원자,경북,예천군,구시군의장선거,6,3,여,rem,54,,,False,-1.1104777700409176,1
최영조,경북,경산시,구시군의장선거,6,1,남,con,59,,51.225,True,0.5196647789060999,1
황상조,경북,경산시,구시군의장선거,6,,남,rem,54,,51.225,False,-0.592431146328062,1
이승율,경북,청도군,구시군의장선거,6,1,남,con,62,정당인,51.225,True,-0.037466101260154164,1
김하수,경북,청도군,구시군의장선거,6,3,남,rem,55,,51.225,False,-0.05128963967726863,1
김항곤,경북,성주군,구시군의장선거,6,1,남,con,62,,51.225,True,,1
배기순,경북,성주군,구시군의장선거,6,3,남,rem,56,,51.225,False,-1.6523289113329331,1
오근화,경북,성주군,구시군의장선거,6,3,남,rem,60,,51.225,False,-1.5406219083051311,1
백선기,경북,칠곡군,구시군의장선거,6,1,남,con,59,,51.225,True,0.5254644945141108,1
조민정,경북,칠곡군,구시군의장선거,6,3,여,rem,54,정당인,51.225,False,-0.6206166088910363,1
장욱,경북,군위군,구시군의장선거,6,1,남,con,59,,51.225,False,,1
김영만,경북,군위군,구시군의장선거,6,3,남,rem,61,,51.225,True,,1
김주수,경북,의성군,구시군의장선거,6,1,남,con,62,,51.225,True,0.9623852049358536,1
김동호,경북,의성군,구시군의장선거,6,3,남,rem,60,,51.225,False,-1.1514165073993845,1
한동수,경북,청송군,구시군의장선거,6,3,남,rem,65,,51.225,True,0.270928184981623,1
윤경희,경북,청송군,구시군의장선거,6,3,남,rem,54,,51.225,False,-0.3645878512298503,1
권영택,경북,영양군,구시군의장선거,6,1,남,con,51,,51.225,True,-0.025007127453791328,1
이갑형,경북,영양군,구시군의장선거,6,3,남,rem,60,,51.225,False,-0.09185609855709234,1
이희진,경북,영덕군,구시군의장선거,6,1,남,con,50,,51.225,True,-0.2220762686717164,1
황승일,경북,영덕군,구시군의장선거,6,3,남,rem,56,,51.225,False,-3.004915676893168,1
장성욱,경북,영덕군,구시군의장선거,6,3,남,rem,57,,51.225,False,-0.41409172233250174,1
오장홍,경북,영덕군,구시군의장선거,6,3,남,rem,67,,51.225,False,,1
박병일,경북,영덕군,구시군의장선거,6,3,남,rem,52,,51.225,False,-3.4648541038728933,1
임광원,경북,울진군,구시군의장선거,6,1,남,con,63,,51.225,True,0.09674576907068906,1
임원식,경북,울진군,구시군의장선거,6,3,남,rem,59,정당인,51.225,False,-3.1617693786757157,1
임영득,경북,울진군,구시군의장선거,6,3,남,rem,61,정당인,51.225,False,-3.2476393026115957,1
전찬걸,경북,울진군,구시군의장선거,6,3,남,rem,55,,51.225,False,-0.5271649378061481,1
안상수,경남,창원시,구시군의장선거,6,1,남,con,68,정당인,51.225,True,0.0999725805030844,1
허성무,경남,창원시,구시군의장선거,6,2,남,rem,50,정당인,51.225,False,,1
허상탁,경남,창원시,구시군의장선거,6,3,남,rem,61,,51.225,False,-3.418378968545545,1
조영파,경남,창원시,구시군의장선거,6,3,남,rem,67,,51.225,False,-2.442839371038453,1
이창희,경남,진주시,구시군의장선거,6,1,남,con,62,,51.225,True,0.6916055797105458,1
서소연,경남,진주시,구시군의장선거,6,2,여,rem,48,정당인,51.225,False,,1
강수동,경남,진주시,구시군의장선거,6,3,남,rev,47,,51.225,False,-2.1731352043959498,1
김동진,경남,통영시,구시군의장선거,6,1,남,con,63,,51.225,True,-0.1380835536220501,1
정덕범,경남,통영시,구시군의장선거,6,3,남,rem,67,,51.225,False,-3.2124645116543977,1
박청정,경남,통영시,구시군의장선거,6,3,남,rem,71,,51.225,False,-2.44183141363077,1
진의장,경남,통영시,구시군의장선거,6,3,남,rem,69,,51.225,False,-0.4244187385020893,1
하학열,경남,고성군,구시군의장선거,6,1,남,con,55,정당인,51.225,True,-0.3436702882441581,1
정종조,경남,고성군,구시군의장선거,6,2,남,rem,65,,51.225,False,,1
이상근,경남,고성군,구시군의장선거,6,3,남,rem,60,,51.225,False,-0.8210296005297184,1
김인태,경남,고성군,구시군의장선거,6,3,남,rem,65,,51.225,False,-3.841383693332393,1
하태호,경남,고성군,구시군의장선거,6,3,남,rem,54,,51.225,False,-1.8994798750543167,1
정만규,경남,사천시,구시군의장선거,6,1,남,con,73,,51.225,False,-0.17933367978392248,1
송도근,경남,사천시,구시군의장선거,6,3,남,rem,66,,51.225,True,0.08888559059582317,1
김정권,경남,김해시,구시군의장선거,6,1,남,con,54,정당인,51.225,False,-0.13511786600371686,2
,경남,김해시,구시군의장선거,6,2,남,rem,68,,51.225,True,,2
박봉열,경남,김해시,구시군의장선거,6,3,남,rev,43,정당인,51.225,False,-3.4885260566854366,2
박일호,경남,밀양시,구시군의장선거,6,1,남,con,51,정당인,51.225,True,0.22355497332643276,1
김영기,경남,밀양시,구시군의장선거,6,3,남,rem,52,,51.225,False,-0.8098963797817855,1
우일식,경남,밀양시,구시군의장선거,6,3,남,rem,43,,51.225,False,-3.0899969749567635,1
이태권,경남,밀양시,구시군의장선거,6,3,남,rem,70,,51.225,False,-2.627124299023708,1
권민호,경남,거제시,구시군의장선거,6,1,남,con,58,,51.225,True,-0.2111472667258621,1
김해연,경남,거제시,구시군의장선거,6,3,남,rem,47,,51.225,False,-0.490339646087595,1
,경남,거제시,구시군의장선거,6,3,남,rem,59,,51.225,False,-1.7320694084663268,1
김채용,경남,의령군,구시군의장선거,6,1,남,con,64,,51.225,False,-0.4546819844667038,1
