이름,위치,선거구,회,몇번,gender,정당,나이,job,당시여당평가,당선,득표율,학력,과,경력,인지,지역구분
박경옥,부산,수영구,7,1,여,rev,50,,74.43499999999997,True,-0.10555025097762526,,정치,False,0.04878008706315819,1
김보언,부산,수영구,7,3,남,con,49,,74.43499999999997,False,-0.7687836999514159,,정치,True,0.004463033382201445,1
곽봉자,부산,수영구,7,3,여,con,62,,74.43499999999997,False,-2.308909747106489,,,False,0.002602640545286513,1
김이일,부산,수영구,7,3,남,con,73,정당인,74.43499999999997,False,-2.9057461794476183,,,False,0.0009387946574154424,1
조윤영,부산,수영구,7,3,여,rev,25,,74.43499999999997,False,-4.767366728499384,,,True,0.16946577355932074,1
허석철,부산,수영구,7,3,남,rem,46,,,False,-3.6074074434636567,,경영,False,0.001776878072373169,1
오승엽,부산,수영구,7,1,남,rev,40,,74.43499999999997,True,-0.033511914918469464,,,False,0.00766069692706687,1
박철중,부산,수영구,7,2,남,con,49,,74.43499999999997,False,-0.6433505618694985,,,True,0.003786130040188395,1
박경훈,부산,수영구,7,3,남,con,46,,74.43499999999997,False,-2.0980630363039103,,,False,0.10997417059286713,1
김덕수,부산,수영구,7,2,,con,52,,74.43499999999997,False,,,행정,True,0.5557776323915122,1
최종태,부산,수영구,7,1,남,rev,57,,74.43499999999997,True,-0.12099030109755195,,행정,True,0.06466234081520425,1
송원호,부산,수영구,7,2,남,,39,,74.43499999999997,False,-0.26773108936691564,,,False,0.011847071954048072,1
박영관,부산,수영구,7,3,남,rev,28,정당인,74.43499999999997,False,-2.9492467951632024,,,True,,1
정성열,부산,사상구,,3,남,rev,59,,74.43499999999997,True,-0.6821285379136839,,,True,0.0018370669173455824,1
권경협,부산,사상구,7,3,남,rev,61,,74.43499999999997,False,-1.7085086112667691,,행정,False,0.0008485306777544322,1
윤태한,부산,사상구,7,3,남,con,,,74.43499999999997,False,-1.3071704800891706,,행정,False,0.0007741974521486031,1
김동일,부산,사상구,7,3,남,con,54,,74.43499999999997,False,-2.0183367520993647,,,False,0.013543760998320376,1
이학곤,부산,사상구,7,,남,con,67,정당인,74.43499999999997,,-2.609273505227099,,행정,False,0.00020297398616371046,1
김현철,부산,사상구,7,3,남,rev,69,정당인,74.43499999999997,False,-3.92601274145688,,경영,False,0.9485587678359684,1
강용준,부산,사상구,7,3,남,rev,49,,74.43499999999997,False,-3.3845474787469185,고려대,,False,0.0004772898914166211,1
김향남,부산,사상구,7,1,여,,50,정당인,74.43499999999997,True,0.040131124733051145,,경제,False,0.0007830263547193737,1
양재명,부산,사상구,7,3,남,con,59,,74.43499999999997,False,-0.8388589917413392,,경영,False,0.0011949955838959135,1
손동호,부산,사상구,7,,남,con,60,,74.43499999999997,False,-1.8150903259907505,,,False,0.0050016598714559745,1
조병길,부산,사상구,7,1,남,rev,58,정당인,74.43499999999997,True,-0.16667725719269513,,,False,0.0006345650286021931,1
윤숙희,부산,사상구,7,3,여,,59,정당인,74.43499999999997,False,-0.9304299432119104,,,False,0.0016774266502326456,1
조승용,부산,사상구,7,3,남,con,55,,74.43499999999997,False,-2.5137224310846293,,,False,0.0006751483079831558,1
송철영,부산,사상구,7,3,남,con,47,정당인,74.43499999999997,False,-2.754799462652332,,,True,0.00031062051636937673,1
김춘화,부산,사상구,7,3,여,rem,54,,74.43499999999997,False,-2.2277667240427528,,행정,False,0.0009865317965426677,1
장인수,부산,사상구,7,1,남,rev,58,,74.43499999999997,True,-0.062266911325966914,,행정,False,0.009927750193864436,1
김정옥,부산,사상구,7,3,남,con,55,,74.43499999999997,False,-1.0988695233962165,,경영,True,0.007874990202920864,1
주성환,부산,사상구,7,,남,con,35,정당인,74.43499999999997,False,,,,True,0.003707444369744892,1
이상관,부산,사상구,7,3,남,,49,,74.43499999999997,False,-1.7334163256577615,,,False,0.0009832533645507623,1
이경숙,대구,중구,7,3,여,rev,48,,74.43499999999997,True,-1.2642133412199654,,,True,0.014351336215018044,1
신범식,대구,중구,7,3,남,rev,71,,74.43499999999997,False,-1.9716146278801312,,,True,0.0021139414160657693,1
권경숙,대구,중구,7,3,여,con,55,,74.43499999999997,False,-1.3884061504533676,,,True,0.0005447217749276109,1
김봉규,대구,중구,7,3,남,con,49,,74.43499999999997,False,-2.0255008700342176,,,True,0.003443279763940097,1
김주섭,대구,중구,7,3,남,con,53,,74.43499999999997,False,-2.40941744438881,,,False,0.001082619285515391,1
김광석,대구,중구,7,3,남,con,47,,74.43499999999997,False,-2.36490174367304,고려대,법,True,0.945151013692995,1
이남훈,대구,중구,7,3,남,rev,39,,74.43499999999997,False,-2.8188312024424724,,,True,0.0007632151808607508,1
,대구,중구,7,3,남,rem,55,,74.43499999999997,False,-3.4122284650944286,,,False,0.011483340423675,1
안정호,대구,중구,7,3,남,rem,67,,74.43499999999997,False,-3.387830666051181,,,True,0.004077633917755556,1
홍준연,대구,중구,7,1,남,rev,54,정당인,74.43499999999997,True,-0.6179247971140615,,,False,0.01043861456339788,1
우종필,대구,중구,7,3,남,con,54,,74.43499999999997,False,-1.2625402110044102,,,True,0.0012732957377788795,1
유성자,대구,중구,7,3,여,con,66,,74.43499999999997,False,-1.865669077880011,,경영,False,0.0003942400303813736,
오상석,대구,중구,7,,남,,46,,74.43499999999997,False,-1.7775556822478344,,,True,0.0007569025853379806,1
권재우,대구,중구,7,3,남,con,49,,74.43499999999997,False,-2.6746461123757985,,,True,0.002169992723082829,
배삼용,대구,중구,7,3,남,rem,55,,74.43499999999997,False,-2.809570428450216,,법,False,0.0019558526892677146,1
도근환,대구,동구,7,1,,rev,46,,74.43499999999997,True,-0.8160616417439903,,,True,0.0001347485513385485,1
김병두,대구,동구,7,3,남,con,60,,74.43499999999997,False,,,,False,,1
이원우,,동구,7,3,남,,51,,74.43499999999997,False,-1.553410417090361,,,True,0.004394061440497209,1
박대진,대구,동구,7,3,남,con,49,,74.43499999999997,False,-2.1712861808574853,,법,True,0.00024161621636299038,1
최성한,대구,동구,7,3,남,rem,47,,74.43499999999997,False,-4.033800264708604,,경영,True,0.0001885439285486147,1
유영경,대구,동구,7,3,여,rem,52,,74.43499999999997,,-3.555036486475209,,,True,0.0005776762909859923,
권상대,대구,동구,7,1,남,rev,58,정당인,74.43499999999997,True,-1.1773730797967903,,행정,True,0.00011631528827786089,
오세호,대구,동구,7,3,,con,60,,,False,-0.6400404384730874,,,True,,1
이곡지,대구,동구,7,3,여,con,55,정당인,74.43499999999997,False,-2.1425550303822933,,,True,0.00018244896513422844,1
김재문,대구,동구,7,,남,con,,,74.43499999999997,False,-1.8955499497983133,,행정,True,,1
김영화,대구,동구,7,3,남,con,53,정당인,74.43499999999997,False,-2.4864932969015525,,,True,0.0030687984173381807,
서정해,대구,동구,7,3,남,rem,58,,74.43499999999997,False,-2.602689685444384,,행정,False,0.0001050085513584951,1
신효철,대구,동구,7,1,,rev,49,,74.43499999999997,True,-0.8089589953927347,,,True,0.0005651741259059863,1
이연미,대구,동구,7,3,,con,,,74.43499999999997,False,-0.9346050516076548,,,False,0.00023173645913386568,1
이윤형,대구,동구,7,3,남,con,57,,74.43499999999997,False,-2.0731428980414908,,,,0.0208476719832002,1
,대구,동구,7,3,남,,51,,74.43499999999997,False,-2.4984592321916472,,,False,0.00010839952820639228,1
이진욱,대구,동구,7,3,남,,41,,74.43499999999997,False,-2.5840546521732586,,경영,True,0.815980913310726,1
황순규,대구,동구,7,3,남,rev,37,정당인,74.43499999999997,False,-3.246938646294244,,,True,0.00036100874297750256,1
서정현,대구,동구,7,3,남,rem,69,,74.43499999999997,False,-4.004926593715827,,,True,0.03326640156280259,1
박종봉,대구,동구,7,3,남,rem,54,,74.43499999999997,False,-2.7813580116945675,,행정,True,5.717450205883519e-05,1
노남옥,대구,동구,7,1,여,rev,57,,74.43499999999997,True,-0.982142320426118,,,True,0.0001851004351792242,1
김태겸,대구,동구,7,3,남,con,62,,74.43499999999997,False,-1.0152962556496044,,경영,True,0.0012568960893549704,1
김상호,대구,동구,7,3,남,con,47,,74.43499999999997,False,-2.2355122220969186,,,True,0.046285948369196216,1
김태은,대구,동구,7,,남,con,64,,74.43499999999997,False,-3.3747911805050417,,,True,0.007943715933843213,1
정한준,,동구,7,3,남,con,54,,74.43499999999997,False,-2.4273990739333318,,,False,0.00010576342196616672,1
하중호,대구,동구,7,3,남,con,58,,74.43499999999997,False,-2.611160629563292,,,False,0.00021722611856748964,1
,대구,동구,7,3,남,con,58,,74.43499999999997,False,-2.1948201520374173,,,False,0.00023283205426599088,1
최국현,대구,동구,7,3,남,rem,40,,74.43499999999997,False,-3.1018140055828223,,행정,True,0.00033416333794758567,1
오말임,대구,동구,7,1,여,rev,56,,74.43499999999997,True,-0.8113730124819352,,행정,True,0.00011702045597114402,1
이주용,대구,동구,7,3,남,con,35,,74.43499999999997,False,-0.9358720031102088,,경영,False,0.00894514378254194,1
류재발,대구,동구,7,3,남,con,58,,74.43499999999997,False,-1.5855811010167729,,,True,0.00017978373634363346,
전대진,대구,동구,7,3,남,con,44,,,False,-1.9499009448354057,,,False,0.0007638657843583318,1
,대구,동구,,3,남,con,58,정당인,74.43499999999997,False,-3.2480764537898286,,,False,0.002350129474095082,
권찬은,대구,동구,7,3,남,rem,59,,74.43499999999997,False,-4.272479092661839,,경영,True,1.9505949977029997e-05,1
천양우,대구,동구,7,3,남,rem,54,,74.43499999999997,False,-3.5581499022758103,,경제,False,2.6828711364555004e-05,1
이은애,대구,동구,7,1,여,rev,48,,74.43499999999997,True,-0.3955088546616757,,법,True,0.015873213229799957,1
황종옥,대구,동구,7,3,,con,61,,74.43499999999997,,-1.2411429214602938,,,True,9.252774956520087e-05,1
공복희,대구,동구,7,3,여,con,56,,74.43499999999997,False,,,,True,0.0001933283189644515,1
정인숙,대구,동구,7,3,여,,50,,74.43499999999997,False,-1.502489401682949,,행정,False,0.027261582587183208,1
최건,대구,동구,7,3,,con,54,,74.43499999999997,False,-2.7939554924720817,,,False,0.0022515424705235113,1
민부기,대구,서구,7,1,남,rev,46,,74.43499999999997,True,-0.6114318328739641,,,True,0.0030885232321452225,1
김진출,대구,서구,,3,남,con,66,,74.43499999999997,False,-0.16970123242327592,,행정,True,0.0007785496750551058,1
이동운,대구,서구,7,3,남,con,45,,74.43499999999997,False,-1.6822596856169918,,,True,0.007268273808730277,1
오세광,대구,,7,1,남,rev,44,,74.43499999999997,True,-0.695459795615356,,행정,True,0.0035512502418960663,1
조영순,대구,서구,7,3,여,,60,,74.43499999999997,False,-0.7960700023253687,,,True,0.0020261582585261984,1
정영수,대구,서구,7,3,남,con,52,,74.43499999999997,False,-1.7966024813556596,,,False,0.01042885956494172,1
박상민,대구,서구,7,,남,con,26,정당인,74.43499999999997,False,-2.2245002194716,,행정,True,0.7932991814705624,1
김재국,,서구,7,3,남,rem,56,,74.43499999999997,False,-2.367023728999436,,,,0.0043174231413614685,1
강신권,대구,서구,7,3,남,con,50,정당인,74.43499999999997,False,-0.9552646190539203,,,True,0.0007555340123290858,1
,대구,서구,,3,남,,60,,74.43499999999997,True,-0.7138598408661077,,,True,0.00034407191863210663,1
김동국,대구,,7,3,,rem,57,정당인,74.43499999999997,False,-3.1665090242194034,,,True,0.0098549968339153,1
김종일,대구,서구,7,3,남,rem,59,,74.43499999999997,False,-0.8659377290462462,,행정,True,0.013410936787520072,1
이주한,대구,서구,7,1,남,rev,,정당인,74.43499999999997,True,-1.0295282324636537,,,True,0.013199648470537423,1
,대구,서구,7,3,남,con,69,,74.43499999999997,False,-0.4972090200472019,,,True,0.002940970923313607,1
김준범,대구,서구,7,3,남,con,45,정당인,74.43499999999997,False,-1.673012642141278,,행정,True,0.019185955189968733,1
정재현,대구,서구,7,3,남,con,66,,74.43499999999997,False,-2.700416065050528,,행정,True,0.11353726187207608,1
이원길,,서구,7,3,남,rem,60,,74.43499999999997,False,-2.2034458009470845,,,True,0.0020124045984890753,1
이정현,대구,남구,7,1,남,rev,34,,74.43499999999997,True,-0.7755563507694971,,,True,,1
이희주,,남구,,3,남,,55,,74.43499999999997,False,-0.8923571348800418,,,True,0.00318893245998484,1
홍대환,대구,남구,7,3,남,con,62,정당인,,False,-1.6183610754813604,,,True,7.941944832180025e-05,1
송병경,대구,남구,7,3,남,con,55,정당인,74.43499999999997,False,-2.538419810986083,,,False,6.199413314757473e-05,1
허중구,대구,,7,3,남,con,57,,74.43499999999997,False,-2.9535041100006394,,,True,6.89575170753495e-05,1
이종대,대구,남구,7,3,남,rem,50,,74.43499999999997,False,-3.03213490898552,,,False,0.03522473635743962,1
배은호,대구,남구,7,3,남,rem,61,,74.43499999999997,False,-3.8035465290920634,,경영,False,4.189185691641541e-05,
정연우,대구,남구,7,1,남,rev,40,,74.43499999999997,True,-0.785260088866792,서울대,,True,0.0033154544722659033,1
이정숙,대구,남구,7,3,여,con,49,정당인,74.43499999999997,False,-0.5941422495901477,,,True,0.012006618588680865,1
이명수,대구,남구,7,3,,con,61,,74.43499999999997,False,-1.6470371777015127,,,True,0.011521796412821122,1
조호영,대구,남구,7,3,남,rem,58,,74.43499999999997,False,-1.9593985513817789,,,False,0.00027905244264070334,1
정연주,대구,남구,7,1,여,rev,39,,74.43499999999997,True,-0.7290085151301317,,,True,0.055958594729024536,1
권은정,대구,남구,7,3,여,con,37,,74.43499999999997,False,-0.5698535548916353,,,False,0.001908627297441796,1
고병수,대구,남구,7,3,남,con,48,,74.43499999999997,False,-1.7555965417300208,,경제,False,0.0012747192186471398,1
진현수,대구,남구,7,3,남,rem,60,,74.43499999999997,False,-1.9583954062790236,,정치,False,0.00015881224991836685,1
안경완,대구,북구,7,1,남,rev,44,,74.43499999999997,True,-0.34108972481077704,,행정,True,0.00010539305429914724,1
고인경,대구,북구,7,3,여,con,56,,74.43499999999997,False,-0.5448063279818504,,,False,0.00016497899393344353,1
이성재,대구,북구,7,3,남,con,60,,74.43499999999997,False,-2.1950741544872114,,,False,0.021139849293641242,1
김창훈,대구,북구,7,3,남,rem,73,,74.43499999999997,False,-2.3444734805302616,,,False,0.004340524847544887,1
박정희,대구,북구,7,1,여,rev,48,,74.43499999999997,True,-0.5362907516835197,고려대,,True,0.09156753924204987,1
조명균,대구,북구,7,3,남,con,48,,74.43499999999997,,-0.78277177054085,,,True,0.008085984105907879,1
김상혁,대구,북구,7,3,남,con,46,,74.43499999999997,False,-1.6462518855568165,,행정,False,0.08772202135397357,1
이강열,대구,북구,7,3,남,rem,57,,74.43499999999997,False,-1.9543609035730365,,,True,0.00022332772587471865,1
유병철,대구,북구,7,1,남,rev,56,,,True,-0.7947573569707279,,,False,0.0013011637615919017,1
이정열,대구,북구,7,3,남,con,61,정당인,74.43499999999997,False,-1.1354246129331955,,,False,0.005995703637882213,1
차대식,대구,북구,7,3,남,con,61,,74.43499999999997,False,-1.917984203675996,,,True,0.00013808005799368094,1
,대구,북구,7,3,남,con,70,,74.43499999999997,False,-2.0888729152515806,,행정,True,5.20408413997037e-05,1
이상은,대구,북구,7,3,여,con,39,,74.43499999999997,False,-2.483285465969,,,True,0.02647138863869897,
백종현,대구,북구,7,3,남,rem,57,,74.43499999999997,False,-2.188381809424615,,,True,0.0007880727568653955,1
한상열,대구,북구,7,1,남,rev,55,,74.43499999999997,True,-0.3879174078164407,,,True,0.00031573171947926575,1
송창주,대구,북구,7,2,남,con,53,,74.43499999999997,False,-0.6139475944698429,,,True,0.00010818758969225892,1
이차수,,북구,7,3,남,rem,61,,74.43499999999997,False,,,행정,False,0.0022105853309567613,1
,,북구,7,1,남,rev,55,,74.43499999999997,True,-0.7163946557851992,,,True,6.0720312014433775e-05,1
구창교,대구,북구,7,3,,con,47,,74.43499999999997,False,,,행정,True,6.559052572693482e-05,1
장영철,대구,북구,7,3,남,con,50,,74.43499999999997,False,-2.0060331786860703,,경영,True,0.0022274793443221525,1
박윤수,대구,북구,7,3,남,con,57,,74.43499999999997,False,-3.137257563947464,,,False,0.0014825460083860373,1
이찬정,대구,북구,7,3,,con,42,정당인,74.43499999999997,False,-2.1573933856626515,,,True,0.00010275760680048393,1
이영재,대구,북구,7,3,남,rev,51,,74.43499999999997,False,,,,False,0.008210526476139447,1
이용하,대구,북구,7,3,남,rem,,,74.43499999999997,False,-3.6545563983956546,,,True,0.002193699133952702,1
최우영,대구,북구,7,1,남,rev,53,,74.43499999999997,True,-0.4442385723734595,,행정,False,0.0015910165949413976,1
신경희,대구,북구,7,3,여,con,,,74.43499999999997,,-0.683495960725376,,,False,0.0005061507366587979,1
김재용,대구,북구,7,,남,con,50,,74.43499999999997,False,-1.5664153044228015,,경영,True,0.003116698039196477,1
김소하,대구,북구,7,3,여,rev,36,,74.43499999999997,False,-2.6726139316229376,,,False,0.00012149805672607422,1
김기조,대구,북구,7,3,남,rev,61,정당인,74.43499999999997,True,-1.0632253542333308,,,False,0.0006668862786728497,1
장윤영,대구,북구,7,3,여,rev,44,,74.43499999999997,False,-1.4739289948979353,,,,0.0006066664275010008,1
최수열,대구,북구,7,3,남,con,50,,74.43499999999997,False,-1.1883388451699577,,외교,False,0.00095358492959558,1
김도연,대구,북구,7,3,남,con,58,,,False,-1.9573197621840772,,,False,0.13276747167818756,1
유상호,대구,북구,,3,남,rem,62,,74.43499999999997,False,-2.8858837639364707,,,False,0.0010212581839122046,1
정재용,대구,,,3,남,rem,63,,74.43499999999997,False,-3.812592167875839,,경영,False,0.04921811330122512,1
김준호,대구,북구,7,3,남,rem,40,,74.43499999999997,False,-2.4726997677133378,,행정,True,0.1437511238147231,1
김용덕,대구,북구,7,1,남,rev,50,,74.43499999999997,True,-0.6387890501967088,,,True,0.0030491710265780803,1
김상선,대구,북구,7,3,여,con,54,,74.43499999999997,False,-0.8661392942695981,,,False,0.00032598496897003857,1
이동욱,대구,북구,7,3,남,,49,,74.43499999999997,False,-1.2827596630224092,,정치,True,0.36662793735283933,1
이영희,대구,북구,,3,남,con,59,,74.43499999999997,False,,,,True,0.030580148289773287,1
이석성,대구,북구,7,3,남,rem,51,,74.43499999999997,False,-2.7800486030704983,,,False,2.2397961371799208e-05,1
김희섭,대구,수성구,7,1,남,rev,59,,74.43499999999997,True,-0.15584129730516588,,,True,0.0005087460788914622,1
황기호,대구,수성구,7,3,남,con,52,,74.43499999999997,False,-0.6910858410740848,,,False,0.00027936146239032844,1
류동열,대구,수성구,7,3,남,con,,,74.43499999999997,False,-1.5519168648689932,,법,False,0.00010296871553541428,1
육정미,대구,수성구,7,3,여,rev,52,,74.43499999999997,True,-1.146411257772905,,,True,0.00018135280069752748,1
,대구,수성구,7,3,남,rev,46,,74.43499999999997,False,-1.5446214800031135,,경영,True,0.012941818585204679,1
전영태,대구,수성구,,3,남,con,64,,74.43499999999997,False,-1.008305678593435,,정치,True,0.0001965674466849077,
박영숙,대구,수성구,7,3,여,con,47,,74.43499999999997,False,-1.6980887215192664,,경영,False,0.0037836441093069884,1
김규탁,대구,수성구,7,3,남,con,51,,74.43499999999997,False,,,,False,6.681696011272437e-05,1
김남수,대구,수성구,7,3,남,rev,49,,74.43499999999997,False,-3.437186113994391,,법,True,0.002661413418092793,1
유지호,대구,수성구,7,1,남,rev,47,,74.43499999999997,True,-0.6447272166456549,,,False,0.004412286640947232,1
최진태,,수성구,7,3,남,con,58,,74.43499999999997,False,-0.6873943472281879,,행정,False,0.0002684213748159205,1
김창문,대구,수성구,7,3,남,con,53,,74.43499999999997,False,-1.8446612740943011,,행정,False,5.9783946300869546e-05,1
김삼조,대구,수성구,7,3,남,rem,50,,74.43499999999997,False,-1.7328745356222124,,행정,False,0.00014628673311420064,1
백종훈,대구,수성구,7,1,남,rev,41,정당인,74.43499999999997,True,-0.6953108351567079,고려대,,False,0.0008253577761358129,1
이성오,대구,수성구,7,,남,con,51,,74.43499999999997,False,-1.388463871217393,,행정,False,0.00021917818542685076,1
최현숙,대구,수성구,7,3,여,con,54,,74.43499999999997,False,-2.5505677002957,,,False,0.0020931083118037245,1
강석훈,대구,수성구,7,3,남,con,50,,74.43499999999997,False,-2.2704603760210516,,행정,False,0.006660456214229634,1
이재남,대구,수성구,,3,여,con,47,,74.43499999999997,False,-2.6955690210884096,,,True,0.0007920323542058027,1
김성년,대구,수성구,7,3,남,rev,40,,74.43499999999997,False,-2.0186860299931157,,,False,0.00034806830387514747,1
정주봉,대구,수성구,7,3,남,rem,61,,74.43499999999997,False,-4.000821544182337,,,False,,1
서상국,,수성구,7,3,남,rem,60,,74.43499999999997,False,-2.538801022552046,,행정,False,0.00033030021314324416,1
,대구,수성구,7,1,남,rev,41,,74.43499999999997,True,-0.6851523438885398,,행정,,0.00013126301764203872,1
홍경임,대구,수성구,7,3,여,con,44,,74.43499999999997,False,-0.41968990258224537,,,True,0.0001273406114413811,1
양의환,대구,수성구,7,3,남,con,58,,74.43499999999997,False,-1.7927734477316777,,정치,False,6.849318425423373e-05,1
김은숙,대구,수성구,7,3,여,con,55,,74.43499999999997,False,-2.574657954400241,,,True,0.17407117570266434,1
차건호,대구,수성구,7,3,남,rem,51,,,False,-3.4762835287770986,,,False,3.6465558174081314e-05,1
김두현,,수성구,7,1,남,rev,49,,74.43499999999997,True,-0.5325059384354554,,정치,False,0.003530029857654421,1
조규화,대구,수성구,7,3,여,con,69,,74.43499999999997,False,-0.42602815813999,,행정,True,0.0001691647308614989,1
박소현,대구,수성구,7,3,여,con,44,,74.43499999999997,False,-1.3762803872027185,,,,0.16113063138647002,1
조용성,대구,수성구,7,1,남,rev,,,74.43499999999997,True,-0.6948785521051875,,,False,0.0006970996110573003,1
김재현,대구,수성구,7,2,남,con,57,,74.43499999999997,False,-0.3337947366570333,,,False,0.01979676404885793,1
황미정,대구,수성구,7,3,여,con,46,,74.43499999999997,False,-2.7412889365011104,,,True,0.0002565452433820574,
이규호,대구,수성구,7,3,남,rem,52,정당인,74.43499999999997,False,-4.03908479729572,,,True,0.02352837535328474,1
박원식,대구,수성구,7,3,남,rem,,,74.43499999999997,False,-1.71998658278218,,,False,0.001489577531746173,1
김영애,대구,수성구,7,1,여,rev,47,,74.43499999999997,True,-0.8992475848470041,,,True,0.3779513545840391,1
김태우,대구,수성구,7,,남,con,33,,74.43499999999997,False,-0.08030671084310792,,정치,False,,
석철,대구,수성구,7,3,남,rem,56,,74.43499999999997,False,-1.3606373742327258,,경영,False,0.00022124896308524605,1
안대국,대구,달서구,7,1,남,rev,57,정당인,74.43499999999997,True,-0.3000547432441763,,행정,True,0.0007566022711916237,1
안영란,대구,달서구,7,3,,con,44,,74.43499999999997,False,-0.5970921217640099,,,False,0.001347389483988745,1
황국주,대구,달서구,7,3,남,con,51,정당인,74.43499999999997,False,-1.508796103710475,,,False,0.0006170185566872602,1
이영빈,대구,달서구,7,1,남,rev,30,,74.43499999999997,True,-0.5222836290598412,,,True,0.005456583451122991,1
서민우,대구,달서구,7,3,남,con,38,,74.43499999999997,False,-0.889889897599226,,,True,0.06392486404622635,1
김민환,대구,달서구,7,3,,con,61,,74.43499999999997,False,-1.843058134747384,,,True,0.0072218355397471205,1
전기택,대구,달서구,7,3,,con,55,,74.43499999999997,False,-2.159189481480936,,,False,0.00035472868073122883,1
장태완,대구,달서구,7,3,남,rem,58,,74.43499999999997,False,-2.5699411670141212,,행정,False,0.014972504402940796,1
박종길,대구,달서구,7,1,,rev,58,,74.43499999999997,True,-0.6301725866193534,,정치,True,0.005676740288284917,1
김기열,대구,달서구,7,3,남,con,51,,74.43499999999997,False,-0.7980252204183579,,행정,False,0.05341067279709314,1
김화덕,대구,달서구,7,3,여,con,,,74.43499999999997,False,-1.8084979425129308,,행정,False,0.0008377300344121551,1
이준현,대구,달서구,7,3,,con,61,,,,-2.208014846744629,,,False,0.008217759619911141,1
김재도,대구,달서구,7,3,남,rem,47,,74.43499999999997,,-2.515774650724228,,,False,0.0029734437513185296,1
홍복조,대구,달서구,7,1,여,rev,57,,74.43499999999997,True,-0.32869711849670835,,행정,False,0.0005990821745831973,1
박왕규,대구,달서구,,3,남,con,66,,74.43499999999997,False,-0.2936612893894906,,행정,False,0.0016125001186728307,1
이상현,대구,달서구,7,3,남,con,43,정당인,74.43499999999997,False,-2.0469395323241653,,,False,0.04572399678300758,
김정윤,대구,달서구,7,,여,rev,35,,74.43499999999997,True,-0.05337306209579267,,,False,0.025121475712903445,1
김인호,대구,달서구,7,3,남,con,60,정당인,,False,-0.5146161206317402,,,False,0.06470986923118249,1
안형구,대구,달서구,7,3,남,con,37,정당인,74.43499999999997,False,-2.1989353171932686,,,True,0.0005573174402456479,1
이성순,대구,달서구,7,1,남,rev,,,74.43499999999997,True,-0.6951465147814275,,행정,False,0.013897208730212612,1
배용식,대구,달서구,7,3,남,con,58,,,False,-0.9046092014065862,,,False,0.00046644767378677365,1
김해철,대구,달서구,7,3,남,con,54,,74.43499999999997,False,-1.4196144220873952,,행정,False,0.0013654599502376994,1
박노일,대구,달서구,7,3,남,con,38,,74.43499999999997,False,-2.397653034515463,,법,False,0.0006579614707096896,1
조차근,대구,달서구,7,3,남,rem,68,,74.43499999999997,False,-2.627928125199734,,경영,False,0.00022378503556169302,1
배지훈,대구,달서구,7,1,남,rev,46,정당인,74.43499999999997,True,-0.9112522091429516,,법,True,0.0043776791300067204,1
최상극,대구,달서구,7,3,남,con,59,,74.43499999999997,False,-1.0159541157999386,,행정,False,0.0003700597943909367,1
이진환,대구,,7,3,남,con,54,정당인,74.43499999999997,False,-1.7740132001492663,,,False,,1
이관석,대구,달서구,7,3,남,con,60,정당인,74.43499999999997,False,-2.0064125504691,고려대,행정,,0.0014449340671082989,1
한민정,대구,달서구,7,3,여,rev,45,정당인,74.43499999999997,False,-2.349714942076964,,,False,0.0032900323761215922,1
김철규,대구,달서구,7,3,남,rem,61,,74.43499999999997,,-2.6311425466313376,,행정,False,0.007649813930438805,1
김태형,대구,달서구,7,1,남,rev,43,,74.43499999999997,True,-0.7606980331989666,,,False,0.474348651753141,1
정창근,대구,달서구,7,3,남,con,51,,,False,-0.5906745517664082,,,False,0.0028719767047526512,1
,대구,달서구,7,3,남,con,59,,74.43499999999997,False,-2.0950870717821353,,,False,0.0005909474379208879,1
손범구,대구,달서구,7,3,남,con,48,,74.43499999999997,False,-2.2143018381544124,,,True,,1
이기주,대구,달서구,7,3,남,rem,57,,74.43499999999997,False,-2.4016710499053318,,,False,0.12478423614822402,1
김귀화,대구,달서구,7,1,여,rev,49,,74.43499999999997,True,-0.7798621043975891,,,True,0.0015430704559264595,1
원종진,대구,달서구,7,3,남,con,55,,74.43499999999997,False,-0.5492251370971974,,,True,,1
이천옥,대구,달서구,7,3,여,con,68,,74.43499999999997,False,-2.29812079986536,,경영,False,0.0055082719211157795,1
박재형,대구,달서구,7,3,남,con,42,,74.43499999999997,False,-2.1377636962458904,,,True,0.016286394845039232,1
전시현,대구,달서구,7,3,여,rem,59,,74.43499999999997,False,-2.8515977534643224,,,False,0.0012761597612813331,1
이병천,대구,달서구,7,3,남,rem,63,,74.43499999999997,False,-3.3023922855981374,,행정,True,0.022402606784396692,1
도일용,대구,달성군,7,1,남,,41,,74.43499999999997,True,-0.8068145618905079,,,True,0.00040465251765486827,1
하중환,대구,달성군,7,3,남,con,52,,74.43499999999997,False,-0.8562017009239774,,,False,0.0003456405063195821,1
전홍배,대구,달성군,7,3,남,con,53,정당인,74.43499999999997,False,-1.7534568328892666,,,False,0.00023873924884170762,1
전재곤,대구,달성군,7,3,남,,60,,74.43499999999997,False,-1.7830064227382052,,,False,0.0001640950162363212,1
장길동,,달성군,7,3,남,rem,58,,,False,-2.536762438014352,,,False,0.00011485400945858474,1
김보경,대구,달성군,7,1,남,rev,51,,74.43499999999997,True,-0.5797880428548827,,,True,0.09033574489187524,1
구자학,대구,달성군,7,3,남,con,59,정당인,74.43499999999997,False,-1.1370785694959058,,,False,0.010542179156940756,1
